title,author,avg_rating,rating_count,year_published,genre
"Harry Potter Collection (Harry Potter, #1-6)",J.K. Rowling,4.72,"34,848",2005,harry-potter
The End of Harry Potter?: An Unauthorized Guide to the Mysteries that Remain (Paperback),David Langford,4.49,"11,883",2006,harry-potter
Harry Potter: Magical Places from the Films (Hardcover),Jody Revenson,4.51,"1,930",2015,harry-potter
Mugglenet.Com's What Will Happen in Harry Potter 7 (Paperback),Ben Schoen,4.32,"11,388",2006,harry-potter
"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",J.K. Rowling,4.71,"172,533",2003,harry-potter
Harry Potter and the Methods of Rationality (ebook),Eliezer Yudkowsky,4.38,"18,332",2015,harry-potter
"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",J.K. Rowling,4.69,"69,236",1999,harry-potter
All the Young Dudes (ebook),MsKingBean89,4.77,"38,661",2018,harry-potter
"Harry Potter: A Journey Through Charms and Defence Against the Dark Arts (Harry Potter: A Journey Through, #1)",Pottermore Publishing,4.02,"5,755",2019,harry-potter
The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles (The Blackwell Philosophy and Pop Culture Series),Gregory Bassham,,,,harry-potter
"Harry Potter and History (Wiley Pop Culture and History Series, 1)",Nancy R. Reagin,,,,harry-potter
Harry Potter: the Artifact Vault (Hardcover),Jody Revenson,4.43,"1,520",2016,harry-potter
Harry Potter: A Pop-Up Book (Hardcover),Andrew Williamson,4.66,"74,251",2010,harry-potter
,,,,,harry-potter
,,,,,harry-potter
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,"1,130,045",2015,found-family
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,"920,998",2020,found-family
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.57,"755,650",2016,found-family
The Very Secret Society of Irregular Witches (Paperback),Sangu Mandanna,4.04,"354,715",2022,found-family
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,"399,369",2012,found-family
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,082,673",2016,found-family
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,"2,600,304",2017,found-family
"The Foxhole Court (All for the Game, #1)",Nora Sakavic,4.01,"103,799",2013,found-family
"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,4.05,"314,820",2022,found-family
"The King's Men (All for the Game, #3)",Nora Sakavic,4.58,"78,452",2014,found-family
Happy Place (Hardcover),Emily Henry,3.95,"1,378,897",2023,found-family
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,341,877",2023,found-family
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,4.45,"1,995,145",2021,found-family
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,"3,384,604",2005,found-family
"The Raven King (All for the Game, #2)",Nora Sakavic,4.37,"81,030",2013,found-family
One Last Stop (Paperback),Casey McQuiston,3.89,"281,366",2021,found-family
"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,4.17,"180,843",2014,found-family
Under the Whispering Door (Hardcover),T.J. Klune,4.11,"312,948",2021,found-family
"Wolfsong (Green Creek, #1)",T.J. Klune,4.19,"105,660",2016,found-family
"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,3.70,"51,159",2019,found-family
"Caught Up (Windy City, #3)",Liz Tomforde,4.43,"326,908",2023,found-family
"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,4.22,"218,793",2013,found-family
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,3.72,"2,047,956",2019,found-family
"Play Along (Windy City, #4)",Liz Tomforde,4.46,"275,456",2024,found-family
"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,4.25,"158,776",2016,found-family
"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,4.26,"179,843",2014,found-family
"Bride (Bride, #1)",Ali Hazelwood,4.00,"642,253",2024,found-family
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.52,"392,018",2018,found-family
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36,"2,453,026",2023,found-family
"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,4.47,"11,234,914",1997,found-family
"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,4.45,"510,761",2018,found-family
"Icebreaker (UCMH, #1)",Hannah  Grace,3.75,"1,241,531",2022,found-family
"Powerless (Chestnut Springs, #3)",Elsie Silver,4.04,"419,772",2023,found-family
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,970,874",2017,found-family
"Rewind It Back (Windy City, #5)",Liz Tomforde,4.47,"197,744",2025,found-family
"Wild Side (Rose Hill, #3)",Elsie Silver,4.18,"206,986",2025,found-family
"Vicious (Villains, #1)",V.E. Schwab,4.19,"314,012",2013,found-family
"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,4.22,"316,982",2013,found-family
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.35,"1,022,687",2024,found-family
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,"1,029,718",2018,found-family
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,"1,341,559",2015,found-family
"Reckless (Chestnut Springs, #4)",Elsie Silver,4.36,"391,653",2023,found-family
"Heartless (Chestnut Springs, #2)",Elsie Silver,4.37,"530,438",2022,found-family
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,"1,340,319",2006,found-family
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.63,"1,171,387",2016,found-family
"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,4.13,"172,133",2024,found-family
"Fragile Sanctuary (Sparrow Falls, #1)",Catherine Cowles,4.19,"59,561",2024,found-family
"The Right Move (Windy City, #2)",Liz Tomforde,4.39,"424,652",2023,found-family
"Unravel Me (Playing for Keeps, #3)",Becka Mack,4.23,"103,336",2023,found-family
"Things We Never Got Over (Knockemout, #1)",Lucy Score,4.13,"1,050,374",2022,found-family
,,,,,found-family
,,,,,found-family
Pride and Prejudice (Hardcover),Jane Austen,4.29,"4,721,828",1813,romantic
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,"4,506,177",2016,romantic
The Fault in Our Stars (Hardcover),John Green,4.12,"5,649,350",2012,romantic
The Love Hypothesis (Paperback),Ali Hazelwood,4.10,"1,813,067",2021,romantic
"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.67,"7,217,898",2005,romantic
Chasing Headlines (Chasing Victory #1),J. Rose Black,4.25,"9,518",2025,romantic
"Twisted Love (Twisted, #1)",Ana Huang,3.71,"1,561,082",2021,romantic
"The Notebook (The Notebook, #1)",Nicholas Sparks,4.16,"1,825,099",1996,romantic
Jane Eyre (Paperback),Charlotte Brontë,4.16,"2,291,975",1847,romantic
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.16,"4,046,628",2015,romantic
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,"1,782,082",2012,romantic
Beach Read (Paperback),Emily Henry,3.97,"1,589,282",2020,romantic
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,970,874",2017,romantic
Romeo and Juliet (Mass Market Paperback),William Shakespeare,3.74,"2,795,233",1590,romantic
Eleanor & Park (Hardcover),Rainbow Rowell,3.93,"1,249,839",2012,romantic
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,"2,834,421",2011,romantic
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.62,"2,104,662",2006,romantic
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.05,"1,203,764",2019,romantic
Sense and Sensibility (Paperback),Jane Austen,4.09,"1,282,192",1811,romantic
The Time Traveler's Wife (ebook),Audrey Niffenegger,4.00,"1,851,002",2003,romantic
Wuthering Heights (Paperback),Emily Brontë,3.90,"1,999,014",1847,romantic
Ugly Love (Kindle Edition),Colleen Hoover,4.00,"2,260,421",2014,romantic
Emma (Paperback),Jane Austen,4.05,"968,431",1815,romantic
"The Selection (The Selection, #1)",Kiera Cass,4.07,"1,739,878",2012,romantic
"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.74,"1,972,024",2007,romantic
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.76,"1,853,830",2008,romantic
"Icebreaker (UCMH, #1)",Hannah  Grace,3.75,"1,241,531",2022,romantic
A Walk to Remember (Kindle Edition),Nicholas Sparks,4.20,"841,598",1999,romantic
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,082,673",2016,romantic
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.04,"1,039,829",2014,romantic
Book Lovers (Paperback),Emily Henry,4.10,"1,508,744",2022,romantic
The Hating Game (Paperback),Sally  Thorne,3.86,"818,686",2016,romantic
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,3.84,"2,067,536",2022,romantic
"The Duke and I (Bridgertons, #1)",Julia Quinn,3.80,"672,053",2000,romantic
"Outlander (Outlander, #1)",Diana Gabaldon,4.26,"1,142,939",1991,romantic
Persuasion (Paperback),Jane Austen,4.15,"765,465",1817,romantic
The Song of Achilles (Paperback),Madeline Miller,4.31,"1,927,754",2011,romantic
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,341,877",2023,romantic
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.80,"796,566",2021,romantic
People We Meet on Vacation (Paperback),Emily Henry,3.84,"1,569,343",2021,romantic
"The Deal (Off-Campus, #1)",Elle Kennedy,4.21,"1,002,584",2015,romantic
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.90,"1,097,639",2019,romantic
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,"2,600,304",2017,romantic
Taming Flame (Paperback),Therisa Peimer,4.28,"16,822",2022,romantic
"Divergent (Divergent, #1)",Veronica Roth,4.13,"4,333,481",2011,romantic
"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,3.99,"475,059",2000,romantic
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.07,"2,148,630",2007,romantic
"Twisted Games (Twisted, #2)",Ana Huang,4.08,"1,028,153",2021,romantic
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,"463,920",2010,romantic
Fangirl (ebook),Rainbow Rowell,3.94,"776,721",2013,romantic
,,,,,romantic
,,,,,romantic
"Pucking Around (Jacksonville Rays, #1)",Emily Rath,3.75,"208,981",2023,why-choose
"Broken Bonds (The Bonds that Tie, #1)",J. Bree,4.12,"151,327",2021,why-choose
Den of Vipers (Kindle Edition),K.A. Knight,3.66,"219,519",2020,why-choose
"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,3.67,"203,427",2022,why-choose
Faking with Benefits (Paperback),Lily Gold,3.85,"79,300",2021,why-choose
"Hate (Madison Kate, #1)",Tate James,4.18,"63,967",2020,why-choose
"Losers: Part I (Losers, #1)",Harley Laroux,4.22,"47,102",2022,why-choose
The Perfect Fit (Kindle Edition),Sadie Kincaid,4.07,"78,378",2023,why-choose
"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,3.92,"63,105",2023,why-choose
"Savage Bonds (The Bonds That Tie, #2)",J. Bree,4.24,"130,927",2021,why-choose
"Blood Bonds (The Bonds That Tie, #3)",J. Bree,4.19,"117,530",2021,why-choose
"Psycho Shifters (Cruel Shifterverse, #1)",Jasmine Mas,3.78,"82,088",2022,why-choose
"Find Me (WITSEC, #1)",Ashley N. Rostek,4.31,"40,050",2021,why-choose
Nanny for the Neighbors (Kindle Edition),Lily Gold,3.96,"48,932",2021,why-choose
Triple-Duty Bodyguards (Kindle Edition),Lily Gold,3.86,"44,097",2021,why-choose
Lilac (Kindle Edition),B.B. Reid,3.71,"44,859",2020,why-choose
"Forced Bonds (The Bonds That Tie, #4)",J. Bree,4.20,"102,531",2022,why-choose
Three Swedish Mountain Men (Paperback),Lily Gold,3.88,"40,016",2021,why-choose
"Lords of Pain (Royals of Forsyth University, #1)",Angel Lawson,4.00,"46,493",2021,why-choose
"Tragic Bonds (The Bonds That Tie, #5)",J. Bree,4.19,"92,078",2022,why-choose
"The Dark One (Vicious Lost Boys, #2)",Nikki St. Crowe,3.95,"134,744",2022,why-choose
"Blood of Hercules (Villains of Lore, #1)",Jasmine Mas,3.94,"127,139",2024,why-choose
"Dark Fae (Ruthless Boys of the Zodiac, #1)",Caroline Peckham,4.06,"99,835",2019,why-choose
Ensnared (Brutes of Bristlebrook #1),Rebecca Quinn,4.16,"20,684",2023,why-choose
"Tangled in Tinsel (The More the Merrier, #1)",Trilina Pucci,3.87,"46,484",2022,why-choose
"Unbroken Bonds (The Bonds That Tie, #6)",J. Bree,3.99,"79,839",2022,why-choose
"Twilight of Embers (Dragons of Ember Hollow, #1)",Tessa Hale,4.05,"28,558",2024,why-choose
"Forged in Blood (Broken Bloodlines, #1)",Sadie Kincaid,3.91,"56,815",2024,why-choose
"Blood Oath (Cursed Legacies, #1)",Morgan B. Lee,4.18,"30,577",2024,why-choose
"Four Psychos (The Dark Side, #1)",Kristy Cunning,4.08,"46,989",2017,why-choose
"Their Vicious Darling (Vicious Lost Boys, #3)",Nikki St. Crowe,3.95,"111,449",2022,why-choose
"Liar (Madison Kate, #2)",Tate James,4.33,"54,843",2020,why-choose
"7th Circle (Hades, #1)",Tate James,4.34,"35,476",2021,why-choose
"Lola & the Millionaires: Part One (Sweet Omegaverse, #2)",Kathryn  Moon,4.26,"28,484",2020,why-choose
"Scream For Us (Order of the Unseen, #0.5)",Molly Doyle,3.67,"64,236",2021,why-choose
"Double Pucked (My Hockey Romance, #1)",Lauren Blakely,3.63,"35,760",2023,why-choose
"Fake (Madison Kate, #3)",Tate James,4.34,"51,003",2020,why-choose
"Losers: Part II (Losers, #2)",Harley Laroux,4.32,"33,200",2022,why-choose
"Pucking Ever After: Volume 1 (Jacksonville Rays, #1.5)",Emily Rath,4.10,"60,325",2023,why-choose
"Twisted Game (Filthy Wicked Psychos, #1)",Eva Ashwood,4.03,"31,992",,why-choose
"Carnage (Four Horsemen, #1)",Sarah    Bailey,3.89,"23,035",2021,why-choose
"Kings of Quarantine (Brutal Boys of Everlake Prep, #1)",Caroline Peckham,4.15,"32,778",2020,why-choose
"Kate (Madison Kate, #4)",Tate James,4.35,"47,687",2020,why-choose
"A Lady of Rooksgrave Manor (Tempting Monsters, #1)",Kathryn  Moon,3.91,"26,743",2021,why-choose
"Sick Boys (Spine Ridge University, #1)",Clarissa Wild,3.92,"39,197",2023,why-choose
"Ryan Rule (New York Ruthless, #1)",Sadie Kincaid,3.90,"48,787",2021,why-choose
"The Dare (Losers, #0.5)",Harley Laroux,3.60,"87,210",2019,why-choose
"Signs of Cupidity (Heart Hassle, #1)",Raven Kennedy,4.07,"27,155",2018,why-choose
"Pack Darling: Part One (Pack Darling, #1)",Lola Rock,4.20,"19,609",2021,why-choose
Court of the Vampire Queen (Paperback),Katee Robert,3.36,"76,048",2022,why-choose
,,,,,why-choose
,,,,,why-choose
Beach Read (Paperback),Emily Henry,3.97,"1,589,282",2020,summer-reads
People We Meet on Vacation (Paperback),Emily Henry,3.84,"1,569,343",2021,summer-reads
Every Summer After (Paperback),Carley Fortune,4.18,"819,748",2022,summer-reads
The Summer of Broken Rules (Paperback),K.L. Walther,3.88,"320,212",2021,summer-reads
Malibu Rising (Hardcover),Taylor Jenkins Reid,4.02,"1,265,295",2021,summer-reads
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.74,"1,091,937",2009,summer-reads
Happy Place (Hardcover),Emily Henry,3.95,"1,378,897",2023,summer-reads
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.35,"1,022,687",2024,summer-reads
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.90,"1,097,639",2019,summer-reads
Book Lovers (Paperback),Emily Henry,4.10,"1,508,744",2022,summer-reads
"It Happened One Summer (Bellinger Sisters, #1)",Tessa Bailey,3.90,"700,065",2021,summer-reads
"It's Not Summer Without You (Summer, #2)",Jenny Han,3.74,"702,747",2010,summer-reads
This Summer Will Be Different (Paperback),Carley Fortune,3.95,"345,416",2024,summer-reads
"We'll Always Have Summer (Summer, #3)",Jenny Han,3.78,"641,820",2011,summer-reads
"Love & Gelato (Love & Gelato, #1)",Jenna Evans Welch,4.03,"182,527",2016,summer-reads
We Were Liars (Paperback),E. Lockhart,3.65,"1,363,406",2014,summer-reads
Meet Me at the Lake (Paperback),Carley Fortune,3.68,"351,811",2023,summer-reads
One Italian Summer (Hardcover),Rebecca Serle,3.59,"289,104",2022,summer-reads
One Golden Summer (Paperback),Carley Fortune,4.31,"354,635",2025,summer-reads
Funny Story (Kindle Edition),Emily Henry,4.19,"1,212,623",2024,summer-reads
Same Time Next Summer (Paperback),Annabel Monaghan,3.74,"142,533",2023,summer-reads
The Paradise Problem (Hardcover),Christina Lauren,4.07,"421,417",2024,summer-reads
28 Summers (Hardcover),Elin Hilderbrand,4.18,"268,826",2020,summer-reads
Heart Bones (Kindle Edition),Colleen Hoover,4.20,"663,119",2020,summer-reads
The Hotel Nantucket (Hardcover),Elin Hilderbrand,4.05,"305,863",2022,summer-reads
Love and Other Words (Hardcover),Christina Lauren,4.22,"789,285",2018,summer-reads
Where the Crawdads Sing (ebook),Delia Owens,4.37,"3,551,442",2018,summer-reads
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.10,"585,463",2007,summer-reads
Summer Romance (Paperback),Annabel Monaghan,4.02,"123,060",2024,summer-reads
Second Chance Summer (Hardcover),Morgan Matson,4.11,"55,891",2012,summer-reads
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,3.88,"439,088",2022,summer-reads
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.80,"796,566",2021,summer-reads
Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.20,"1,816,617",2019,summer-reads
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,4.26,"724,611",2021,summer-reads
"The Five-Star Weekend (Sommer in Nantucket, #1)",Elin Hilderbrand,4.02,"320,837",2023,summer-reads
Since You've Been Gone (Hardcover),Morgan Matson,4.07,"116,556",2014,summer-reads
The Wedding People (Hardcover),Alison Espach,4.09,"896,433",2024,summer-reads
One True Loves (Kindle Edition),Taylor Jenkins Reid,4.02,"697,054",2016,summer-reads
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,970,874",2017,summer-reads
"Problematic Summer Romance (Not in Love, #2)",Ali Hazelwood,3.86,"230,660",2025,summer-reads
"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,3.57,"149,383",2022,summer-reads
The Roughest Draft (Paperback),Emily Wibberley,3.57,"58,343",2022,summer-reads
"Alex, Approximately (Hardcover)",Jenn Bennett,3.94,"54,922",2017,summer-reads
The Infinity Between Us (Kindle Edition),N.S. Perkins,3.83,"27,917",2021,summer-reads
Seven Days in June (Hardcover),Tia Williams,3.99,"213,824",2021,summer-reads
Shipped (Paperback),Angie Hockman,3.63,"71,751",2021,summer-reads
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,"463,920",2010,summer-reads
Great Big Beautiful Life (Hardcover),Emily Henry,3.97,"571,490",2025,summer-reads
"The Perfect Couple (Nantucket, #3)",Elin Hilderbrand,3.96,"257,645",2018,summer-reads
My Life Next Door (Hardcover),Huntley Fitzpatrick,3.97,"155,499",2012,summer-reads
,,,,,summer-reads
,,,,,summer-reads
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,"4,506,177",2016,emotional
The Fault in Our Stars (Hardcover),John Green,4.12,"5,649,350",2012,emotional
Archer's Voice (ebook),Mia Sheridan,4.17,"657,413",2014,emotional
Ugly Love (Kindle Edition),Colleen Hoover,4.00,"2,260,421",2014,emotional
A Little Life (Hardcover),Hanya Yanagihara,4.28,"897,106",2015,emotional
"A Thousand Boy Kisses (A Thousand Boy Kisses, #1)",Tillie Cole,4.04,"446,404",2016,emotional
The Kite Runner (Paperback),Khaled Hosseini,4.35,"3,448,528",2003,emotional
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,"1,782,082",2012,emotional
The Book Thief (Kindle Edition),Markus Zusak,4.39,"2,840,007",2005,emotional
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,970,874",2017,emotional
The Song of Achilles (Paperback),Madeline Miller,4.31,"1,927,754",2011,emotional
Reminders of Him (Kindle Edition),Colleen Hoover,4.34,"1,554,563",2022,emotional
"Hopeless (Hopeless, #1)",Colleen Hoover,4.22,"673,340",2012,emotional
A Thousand Splendid Suns (Hardcover),Khaled Hosseini,4.45,"1,710,806",2007,emotional
The Perks of Being a Wallflower (Hardcover),Stephen Chbosky,4.24,"1,974,996",1999,emotional
All the Bright Places (Hardcover),Jennifer Niven,4.11,"622,258",2015,emotional
Making Faces (ebook),Amy Harmon,4.29,"80,456",2013,emotional
"All Your Perfects (Hopeless, #3)",Colleen Hoover,4.00,"694,890",2018,emotional
"Maybe Someday (Maybe, #1)",Colleen Hoover,3.97,"646,518",2014,emotional
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,"961,672",2009,emotional
"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,4.13,"72,884",2015,emotional
Still Beating (ebook),Jennifer Hartmann,4.20,"223,256",2020,emotional
The Midnight Library (Hardcover),Matt Haig,3.98,"2,375,186",2020,emotional
A Man Called Ove (Hardcover),Fredrik Backman,4.38,"1,190,160",2012,emotional
"If He Had Been With Me (If He Had Been with Me, #1)",Laura Nowlin,3.79,"562,015",2013,emotional
November 9 (Paperback),Colleen Hoover,4.11,"1,303,375",2015,emotional
Thirteen Reasons Why (Hardcover),Jay Asher,3.84,"1,019,804",2007,emotional
"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,4.45,"510,761",2018,emotional
"Bright Side (Bright Side, #1)",Kim Holden,4.29,"61,897",2014,emotional
I’m Glad My Mom Died (Hardcover),Jennette McCurdy,4.44,"1,407,996",2022,emotional
The Nightingale (Hardcover),Kristin Hannah,4.64,"2,006,997",2015,emotional
The Last Letter (Paperback),Rebecca Yarros,4.49,"395,265",2019,emotional
"Full Tilt (Full Tilt, #1)",Emma   Scott,4.36,"38,145",2016,emotional
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,"854,835",2017,emotional
"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.66,"660,233",2015,emotional
The Sea of Tranquility (Kindle Edition),Katja Millay,4.29,"88,382",2012,emotional
Love and Other Words (Hardcover),Christina Lauren,4.22,"789,285",2018,emotional
"The Simple Wild (Wild, #1)",K.A. Tucker,4.29,"145,727",2018,emotional
Where the Crawdads Sing (ebook),Delia Owens,4.37,"3,551,442",2018,emotional
Confess (Paperback),Colleen Hoover,4.06,"603,898",2015,emotional
"The Way I Used to Be (The Way I Used to Be, #1)",Amber   Smith,4.14,"219,936",2016,emotional
"Say You Swear (Boys of Avix, #1)",Meagan Brandy,4.26,"239,807",2022,emotional
We Were Liars (Paperback),E. Lockhart,3.65,"1,363,406",2014,emotional
Looking for Alaska (Paperback),John Green,3.96,"1,732,456",2005,emotional
"Long Shot (Hoops, #1)",Kennedy Ryan,4.17,"73,516",2018,emotional
"Slammed (Slammed, #1)",Colleen Hoover,4.14,"442,038",2012,emotional
"You've Reached Sam (You've Reached Sam, #1)",Dustin Thao,3.61,"170,259",2021,emotional
Forbidden (Paperback),Tabitha Suzuma,3.96,"75,819",2010,emotional
My Sister's Keeper (Paperback),Jodi Picoult,4.11,"1,269,743",2004,emotional
The Invisible Life of Addie LaRue (Hardcover),V.E. Schwab,4.17,"1,452,821",2020,emotional
,,,,,emotional
,,,,,emotional
The Year of Magical Thinking (Paperback),Joan Didion,3.93,"293,122",2005,grief
Crying in H Mart (Hardcover),Michelle Zauner,4.24,"578,551",2021,grief
A Grief Observed (Paperback),C.S. Lewis,4.22,"93,852",1961,grief
It's OK That You're Not OK (Audio CD),Megan Devine LPC,4.36,"14,413",2017,grief
Notes on Grief (Hardcover),Chimamanda Ngozi Adichie,4.22,"39,216",2021,grief
A Monster Calls (Paperback),Patrick Ness,4.35,"287,467",2011,grief
Grief Is the Thing with Feathers (Hardcover),Max Porter,3.81,"50,781",2015,grief
A Man Called Ove (Hardcover),Fredrik Backman,4.38,"1,190,160",2012,grief
When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.41,"787,929",2016,grief
Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,4.07,"859,545",2012,grief
H is for Hawk (Hardcover),Helen Macdonald,3.74,"79,892",2014,grief
Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,4.36,"1,155,181",2022,grief
The Fault in Our Stars (Hardcover),John Green,4.12,"5,649,350",2012,grief
We Are Okay (Hardcover),Nina LaCour,3.93,"99,914",2017,grief
Grief Is for People (Hardcover),Sloane Crosley,3.84,"16,651",2024,grief
I’m Glad My Mom Died (Hardcover),Jennette McCurdy,4.44,"1,407,996",2022,grief
"If I Stay (If I Stay, #1)",Gayle Forman,3.91,"961,672",2009,grief
Under the Whispering Door (Hardcover),T.J. Klune,4.11,"312,948",2021,grief
Everything I Never Told You (Hardcover),Celeste Ng,3.83,"605,680",2014,grief
"Bearing the Unbearable: Love, Loss, and the Heartbreaking Path of Grief (Paperback)",Joanne Cacciatore,4.41,"2,436",2017,grief
The Grieving Brain: The Surprising Science of How We Learn from Love and Loss (Hardcover),Mary-Frances O'Connor,4.18,"3,419",2022,grief
The Hate U Give (Hardcover),Angie Thomas,4.45,"999,261",2017,grief
Clap When You Land (Hardcover),Elizabeth Acevedo,4.22,"108,919",2020,grief
The Lovely Bones (Mass Market Paperback),Alice Sebold,3.86,"2,451,416",2002,grief
"The Guncle (The Guncle, #1)",Steven  Rowley,4.11,"192,453",2021,grief
The Wild Edge of Sorrow: Rituals of Renewal and the Sacred Work of Grief (ebook),Francis Weller,4.38,"3,274",2015,grief
The Seven Year Slip (Paperback),Ashley Poston,4.17,"550,467",2023,grief
The Thing About Jellyfish (Hardcover),Ali Benjamin,4.10,"44,202",2015,grief
Beach Read (Paperback),Emily Henry,3.97,"1,589,282",2020,grief
Hamnet (Hardcover),Maggie O'Farrell,4.19,"329,322",2020,grief
The Sky Is Everywhere (Hardcover),Jandy Nelson,3.95,"109,882",2010,grief
Blue Sisters (Hardcover),Coco Mellors,3.92,"269,751",2024,grief
All the Bright Places (Hardcover),Jennifer Niven,4.11,"622,258",2015,grief
Memorial Days (Hardcover),Geraldine Brooks,4.31,"19,542",2025,grief
Blue Nights (Hardcover),Joan Didion,3.95,"47,477",2011,grief
Looking for Alaska (Paperback),John Green,3.96,"1,732,457",2005,grief
Dancing at the Pity Party: A Dead Mom Graphic Memoir (Hardcover),Tyler Feder,4.51,"11,323",2020,grief
Long Way Down (Hardcover),Jason Reynolds,4.24,"135,179",2017,grief
The Astonishing Color of After (Hardcover),Emily X.R. Pan,4.04,"33,710",2018,grief
Intermezzo (Hardcover),Sally Rooney,3.82,"309,937",2024,grief
On Grief and Grieving: Finding the Meaning of Grief Through the Five Stages of Loss (Paperback),Elisabeth Kübler-Ross,4.32,"4,585",,grief
Thirteen Reasons Why (Hardcover),Jay Asher,3.84,"1,019,804",2007,grief
